FileName,Sequence number,Primal emotion,Primal emotion value,Calmness value,Anger value,Joy value,Sadness value,Energy Point,Time,Starting time of the talk,End time of the talk,Channel,Status,Text time,Text,0-20%,20-40%,40-60%,60-80%,80-100%,first10secs,first30secs,last10secs,last30secs,shortResponse,Interval1,Interval2,Overlap1,Overlap2,Volume1,Volume2,Volume3,Pause1,Pause2,Pause3,TalkLength,Speed1,Speed2,Speed3,Speed4,Speed5,Speed6,Pitch1,Pitch2,Pitch3,Pitch4,cs
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,262,3,9,2,1,9,4,-8,2023/01/09/12:50:08,00:08:42.0,00:08:44.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8,1.6,5.1,0,0,5,2,8.8,9,0,1,0,5,1.1,4,3.7,3.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,263,2,10,4,10,9,1,5,2023/01/09/12:50:08,00:08:44.0,00:08:46.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,7.7,1.3,0,0,5,2,6.8,0,5,1,0,5,4.5,3.1,4.8,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,264,3,9,4,1,9,1,7,2023/01/09/12:50:08,00:08:46.0,00:08:48.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1,6.2,2.1,0,0,5,2,9.9,5.5,5,1,0,5,5.3,4.6,4.8,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,265,2,10,4,10,9,1,8,2023/01/09/12:50:08,00:08:48.0,00:08:50.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,7.5,0.6,0,0,5,2,5.5,5.5,5,1.5,0.7,6,3.2,3.9,5.4,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,266,4,10,3,1,2,10,-3,2023/01/09/12:50:08,00:08:50.0,00:08:52.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2,2.2,4.5,0,0,5,2,10,0,5,1,0,5,8.5,4.8,4.4,3.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,267,2,10,4,10,9,1,7,2023/01/09/12:50:08,00:08:52.0,00:08:54.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,9.3,4.4,0,0,5,2,9.3,6.4,6.1,1.5,0,10,8.5,2.9,5,3.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,268,1,7,7,1,2,3,9,2023/01/09/12:50:08,00:08:54.0,00:08:56.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7,5.2,6.8,0,0,5,2,5.5,3.3,5,0.5,0,6,9.1,6.3,6.7,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,269,2,10,4,10,9,1,11,2023/01/09/12:50:08,00:08:56.0,00:08:58.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,7.1,7.2,0,0,5,2,0,0,5,2,0.6,5,9.3,5.7,5.2,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,270,2,10,4,10,9,1,10,2023/01/09/12:50:08,00:08:58.0,00:09:00.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,7.7,4.9,0,0,5,2,9.8,7.5,10,2,0.6,10,9.1,4.7,5,6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,271,2,10,4,10,9,1,13,2023/01/09/12:50:08,00:09:00.0,00:09:02.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8.5,0,0,0,5,2,8.1,3.8,5,1.5,0,10,8.9,5.6,3.1,2.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,272,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:09:02.0,00:09:04.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,10,10,0,0,5,2,6.6,5.8,4,2,0.6,5,9.5,6.2,7.6,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,273,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:09:04.0,00:09:06.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,10,10,0,0,5,2,1.8,7.8,3.6,2,0.6,5,9.5,7.3,3.8,1.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,274,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:09:06.0,00:09:08.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.2,10,2.6,0,0,5,2,8.3,5.6,1.3,1.5,2.1,10,9.5,7.2,3.7,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,275,2,10,4,10,9,1,12,2023/01/09/12:50:08,00:09:08.0,00:09:10.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,7.8,6.7,0,0,5,2,7.6,5,3.4,1,0,10,3.7,5.6,4.6,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,276,2,10,4,10,9,1,13,2023/01/09/12:50:08,00:09:10.0,00:09:12.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,7.8,7.3,0,0,5,2,0,0,5,1.5,0.7,10,9.1,6.2,6,6.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,277,2,10,1,10,9,1,10,2023/01/09/12:50:08,00:09:12.0,00:09:14.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,10,0,0,0,5,2,6.9,4.1,3.7,1.5,0.7,10,8.9,3.6,4.9,3.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,278,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:09:14.0,00:09:16.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7,10,0.9,0,0,5,2,9.8,7,4.4,2,0.6,5,9.3,6,6.4,6.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,279,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:09:16.0,00:09:18.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,9.6,5.7,0,0,5,2,4.4,8,0,1.5,0.7,10,9.7,7,4.8,3.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,280,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:09:18.0,00:09:20.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.2,10,0,0,0,5,2,8.7,4.8,5,2,1.2,5,8.7,5.8,6.6,7.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,281,2,10,1,10,9,1,11,2023/01/09/12:50:08,00:09:20.0,00:09:22.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.8,10,5.3,0,0,5,2,8,3,3.3,1.5,0,6,9.7,4.1,5.8,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,282,2,10,4,10,9,1,12,2023/01/09/12:50:08,00:09:22.0,00:09:24.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,8.7,1.6,0,0,5,2,8.5,4.9,5,1.5,0,10,8.5,5.3,3.4,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,283,2,10,4,10,9,1,8,2023/01/09/12:50:08,00:09:24.0,00:09:26.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,7,5.7,0,0,5,2,0,0,5,1.5,0,10,8.6,4.2,5.8,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,284,1,7,7,1,2,1,3,2023/01/09/12:50:08,00:09:26.0,00:09:28.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3.3,4.4,0,0,5,2,10,2.6,5,1,0,5,8.9,5.6,4.2,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,285,2,10,4,10,9,1,11,2023/01/09/12:50:08,00:09:28.0,00:09:30.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,7.2,0.7,0,0,5,2,8.5,2.7,5,1.5,0,10,9.1,5.6,2.1,2.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,286,1,7,7,1,2,3,2,2023/01/09/12:50:08,00:09:30.0,00:09:32.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,3.4,6.2,0,0,5,2,3,5.4,5,1,0,5,8.6,5,6.2,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,287,2,10,4,10,9,1,9,2023/01/09/12:50:08,00:09:32.0,00:09:34.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,7.4,0.3,0,0,5,2,3.8,0,5,1,0,5,3.4,4.5,5.3,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,288,2,10,4,10,9,1,6,2023/01/09/12:50:08,00:09:34.0,00:09:36.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,8.6,2.5,0,0,5,2,10,3.9,5,1.5,0,6,4.4,3,5.8,6.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,289,1,7,7,1,2,3,5,2023/01/09/12:50:08,00:09:36.0,00:09:38.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5,4.5,6.9,0,0,5,2,2.3,0,5,1.5,0.7,10,4.1,5.3,7.1,7.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,290,4,10,3,1,2,10,-6,2023/01/09/12:50:08,00:09:38.0,00:09:40.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2,2.3,4.5,0,0,5,2,10,0,5,1,0,7,8,3.4,3.6,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,291,4,10,2,1,9,10,-12,2023/01/09/12:50:08,00:09:40.0,00:09:42.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1,0.8,4.9,0,0,5,2,10,4.3,0,1,0,5,5.7,5.1,4.9,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,292,3,9,4,1,9,1,3,2023/01/09/12:50:08,00:09:42.0,00:09:44.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,5.7,8.1,0,0,5,2,3.5,5.9,5,1.5,0,6,4.3,3.5,5.2,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,293,2,10,4,10,9,1,5,2023/01/09/12:50:08,00:09:44.0,00:09:46.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,7.1,5.2,0,0,5,2,0.9,0,5,1,0,5,3.4,3.2,5,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,294,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:09:46.0,00:09:48.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6,10,0,0,0,5,2,9.5,3.4,5,1.5,0.7,10,9.1,6.5,4.4,3.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,295,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:09:48.0,00:09:50.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7,10,0,0,0,5,2,1.6,5.7,4.4,1.5,0,6,9.7,7.2,5.2,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,296,2,10,1,10,9,1,14,2023/01/09/12:50:08,00:09:50.0,00:09:52.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,10,10,0,0,5,2,8.9,3.6,4.9,2,0.6,5,9.7,5.2,4.4,6.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,297,2,10,1,10,9,1,11,2023/01/09/12:50:08,00:09:52.0,00:09:54.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,10,5.7,0,0,5,2,6.7,7.6,2.1,1.5,0,10,9.1,4.1,3.6,3.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,298,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:09:54.0,00:09:56.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,10,0,0,0,5,2,9.5,7.1,10,1,0,7,5.3,6.3,4,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,299,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:09:56.0,00:09:58.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,10,0,0,0,5,2,4.9,5.5,3.1,1.5,0.7,6,9.3,5.7,3.3,4.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,300,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:09:58.0,00:10:00.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,10,4.6,0,0,5,2,4.8,7.8,1.6,2,1.2,10,9.7,5.7,3.8,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,301,2,10,1,10,9,1,16,2023/01/09/12:50:08,00:10:00.0,00:10:02.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,10,0,0,0,5,2,8.3,3.3,5,1,0,7,9.7,6.2,3.2,3.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,302,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:10:02.0,00:10:04.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,10,0,0,0,5,2,6,8.3,10,1.5,0.7,10,9.5,7.2,5,3.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,303,2,10,1,10,9,1,17,2023/01/09/12:50:08,00:10:04.0,00:10:06.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,10,0,0,0,5,2,4.6,7.8,8.3,1,0,5,9.3,7.4,6.2,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,304,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:10:06.0,00:10:08.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7,10,10,0,0,5,2,3.8,0,5,1,0,10,5.3,6.1,2.8,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,305,2,10,1,10,9,1,13,2023/01/09/12:50:08,00:10:08.0,00:10:10.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,10,0,0,0,5,2,5.1,3,5,2,1.2,10,9,4.7,5.4,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,306,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:10:10.0,00:10:12.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,10,0,0,0,5,2,7.4,3.2,1.1,2,1.7,10,9.7,5.8,3.7,2.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,307,2,10,4,10,9,1,10,2023/01/09/12:50:08,00:10:12.0,00:10:14.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,7.7,2,0,0,5,2,9.5,6.3,0,2,1.2,10,8.8,4.8,6,6.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,308,3,9,4,1,9,1,8,2023/01/09/12:50:08,00:10:14.0,00:10:16.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.9,5.5,7.3,0,0,5,2,5.3,5.6,0.5,2,0.6,10,1.2,5.4,6.1,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,309,4,10,2,1,2,10,-4,2023/01/09/12:50:08,00:10:16.0,00:10:18.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1,2,5.2,0,0,5,2,0,0,5,0.5,0,6,8.7,4.9,4.8,4.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,310,2,10,1,10,9,1,15,2023/01/09/12:50:08,00:10:18.0,00:10:20.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,10,7.3,0,0,5,2,6.4,6.9,5,1.5,2.8,10,8.9,5.9,5,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,311,2,10,4,10,9,1,9,2023/01/09/12:50:08,00:10:20.0,00:10:22.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,6.6,3,0,0,5,2,10,0,5,2,1.2,10,8.8,5.2,3.6,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,312,2,10,4,10,9,1,15,2023/01/09/12:50:08,00:10:22.0,00:10:24.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,9.3,9.5,0,0,5,2,10,3.9,5,2,0.6,10,8.9,6.3,5.1,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,313,2,10,4,10,9,1,13,2023/01/09/12:50:08,00:10:24.0,00:10:26.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9,8.4,0,0,0,5,2,10,2.7,5,1.5,0.7,6,9.3,5.8,2.7,1.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,314,1,7,7,1,2,1,1,2023/01/09/12:50:08,00:10:26.0,00:10:28.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,4,6.3,0,0,5,2,7.5,5.8,9.3,0,0,0,8.4,4.1,4.9,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,315,2,10,4,10,9,1,11,2023/01/09/12:50:08,00:10:28.0,00:10:30.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,9.1,10,0,0,5,2,9.6,5.8,10,1,0,5,9.1,4.4,6.4,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,316,3,9,4,1,9,1,7,2023/01/09/12:50:08,00:10:30.0,00:10:32.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,5.9,4.4,0,0,5,2,10,0,5,2.5,0,10,8.5,4.8,4.8,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,317,4,10,2,1,9,10,-6,2023/01/09/12:50:08,00:10:32.0,00:10:34.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.4,1.7,5.2,0,0,5,2,10,7.1,2.7,0.5,0,6,8.4,4.5,3.2,2.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,318,4,10,2,1,9,10,-5,2023/01/09/12:50:08,00:10:34.0,00:10:36.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.4,1.7,5.1,0,0,5,2,1.3,8.8,3.9,1,0,5,5.1,5.1,5,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,319,2,10,4,10,9,1,5,2023/01/09/12:50:08,00:10:36.0,00:10:38.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,5.6,4.4,0,0,5,2,8.1,5,9,1.5,1.4,6,8.8,4.3,5.8,5.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,320,4,10,2,1,2,10,-13,2023/01/09/12:50:08,00:10:38.0,00:10:40.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,0.8,5.1,0,0,5,2,8.6,5.3,5,1,0,5,8.5,4.8,4.5,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,321,1,7,7,1,2,1,3,2023/01/09/12:50:08,00:10:40.0,00:10:42.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,3.9,4.8,0,0,5,2,6.9,7.3,10,1.5,0.7,10,9.1,4.8,5.6,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,322,1,4,4,1,2,3,-2,2023/01/09/12:50:08,00:10:42.0,00:10:44.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5,4,6.2,0,0,5,2,9.3,3.6,5.2,1,0,5,4.1,2.9,5.3,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,323,3,9,4,1,9,1,10,2023/01/09/12:50:08,00:10:44.0,00:10:46.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.3,6.6,5.2,0,0,5,2,8.1,3.9,5,1.5,1.4,10,9.1,5.8,5.9,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,324,2,10,4,10,9,1,4,2023/01/09/12:50:08,00:10:46.0,00:10:48.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.6,6.4,8.3,0,0,5,2,6.6,4.7,8.4,2,1.2,5,8.4,3.4,4.2,4.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,325,4,10,4,1,2,10,-7,2023/01/09/12:50:08,00:10:48.0,00:10:50.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.5,3.2,4.9,0,0,5,2,3.3,5.6,5.1,1,0,10,6.1,2.3,4.7,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,326,1,7,7,1,2,1,1,2023/01/09/12:50:08,00:10:50.0,00:10:52.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.5,4.1,3.7,0,0,5,2,0.8,0,5,1,0,5,8.5,3.9,4.8,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,327,1,4,4,1,2,1,-1,2023/01/09/12:50:08,00:10:52.0,00:10:54.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.9,5,7,0,0,5,2,8.1,4.8,5,0.5,0,6,5.9,2.6,4.1,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,328,3,9,4,1,9,1,3,2023/01/09/12:50:08,00:10:54.0,00:10:56.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.9,5,4.4,0,0,5,2,5.6,7.8,1.8,1,0,5,6.3,3.7,4.7,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,329,1,7,7,1,2,1,1,2023/01/09/12:50:08,00:10:56.0,00:10:58.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.5,3.8,4.4,0,0,5,2,0,0,5,1,0,5,5.9,4.2,4.4,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,330,1,7,7,1,2,3,1,2023/01/09/12:50:08,00:10:58.0,00:11:00.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.6,4.1,6.2,0,0,5,2,6.2,5.8,8.7,0,0,0,7.8,4,5.5,4.9,0
